run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,expected_answer,step,thought,answer,answer_normalized,correct,confidence,model_stop_flag,answer_changed,thought_token_count,raw_generation_tokens,mean_token_logprob,entropy_mean,entropy_std,hidden_norm,hidden_l2_shift,hidden_cosine_shift,lexical_echo,verbose_confidence_proxy,utility,elapsed_seconds,tokens_per_second,gpu_memory_allocated_gb,seed,temperature,device,prompt_mode,system_prompt_mode,is_baseline,parse_success,output_format_type,answer_extraction_source,stop_extraction_source,confidence_extraction_source,hit_max_new_tokens,truncated_output_suspected,raw_text_length_chars,raw_text_length_tokens,raw_text,k2_agreement,k2_raw_generation_tokens,answer_span_mean_logprob,answer_span_min_logprob,answer_span_mean_entropy,answer_span_std_entropy,mid_hidden_1_proj,mid_hidden_2_proj
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,1,Calculate the number of people who ran last year.,160,160,0,100,0,0,9,34,-0.02310318872332573,0.06127619743347168,0.17997120320796967,90.66832733154297,0.0,0.0,0.0,1.34,0.0,2.7025207299739122,12.580847067296393,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,95,34,"THOUGHT: Calculate the number of people who ran last year.
ANSWER: 160
CONFIDENCE: 100
STOP: no",1,34,-2.574827340140473e-05,-7.486063259420916e-05,0.0002732398279476911,0.00044448423432186246,"7.868757,4.246250,2.791991,-2.215653,-2.858172,-2.810383,13.294335,-5.291923,9.227787,-6.730473,-8.699628,8.146424,5.184452,3.487357,8.428177,5.338752,-1.358571,7.704985,1.855884,-7.271002,-6.939685,6.101006,14.337060,10.719821,4.597039,-4.206751,-2.738528,-4.413470,2.517423,7.362983,-12.206137,-5.562029,4.805836,8.718500,6.576071,0.053220,-2.589893,2.441558,-1.492832,-1.796175,-1.672120,4.779093,9.361723,0.817833,13.017801,-7.215703,-5.649570,2.415233,4.717816,1.400597,0.581913,4.725009,-5.162248,-8.513313,4.555433,5.803495,-5.466166,-0.894111,6.631618,-5.723646,-2.561986,-6.193635,-5.397635,-4.535544","17.185864,21.481665,-7.771629,-10.027436,-9.768560,-25.523892,21.786832,-0.133482,16.055142,-17.345308,-15.096652,7.065465,3.975352,12.480845,23.003908,10.768100,0.249031,15.776602,1.276830,-17.919642,-8.037257,14.862537,22.247392,16.348392,7.980298,-0.572735,3.600864,-15.000354,-6.162774,18.395616,-13.098698,-13.793939,14.454856,13.623548,6.188841,9.108381,-7.664993,11.633435,-0.177023,-10.082168,9.110860,10.707109,5.774890,-3.711703,6.084521,-14.143040,-19.344656,0.141873,16.905750,0.956149,7.441438,-5.597613,-7.958392,-9.792677,0.527312,7.646878,-0.973534,-10.835261,15.482893,-3.083252,-16.723807,-4.362312,-11.666731,-13.524335"
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,2,This year's number of runners is twice last year's 160 runners.,320,320,1,100,0,1,13,42,-0.09856624901294708,0.12703478336334229,0.30876457691192627,86.19738006591797,34.87262725830078,0.07652300596237183,0.26666666666666666,1.42,0.95,2.847479311749339,14.749887673177666,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,0,structured_partial,ANSWER_line,default,CONFIDENCE_line,0,0,108,42,"THOUGHT: This year's number of runners is twice last year's 160 runners.
ANSWER: 320
CONFIDENCE: 100
STOP: 0",0,36,-3.973642748178463e-08,-1.1920928244535389e-07,5.312245434652141e-07,9.07082096546219e-07,"6.670517,6.157256,1.933024,-3.058565,-4.189884,-1.245710,13.243023,-5.583156,10.397829,-5.348594,-7.057531,9.803962,4.367035,2.906298,8.483680,6.154700,-1.788814,3.963330,2.802893,-6.163837,-8.709627,8.225789,18.832693,13.157349,5.110689,-1.740370,-0.222413,-3.665860,4.441859,8.709123,-12.545236,-5.020358,4.789050,8.058948,7.263378,0.127661,-4.150948,1.209040,-0.921100,0.359639,-0.481059,6.482464,8.033852,1.200987,12.015001,-5.456486,-5.757547,2.655015,6.905398,3.643800,1.527495,6.189951,-4.612356,-5.556530,7.567338,7.442687,-3.180518,-0.760605,3.650109,-3.484073,-4.298802,-6.545549,-3.951711,-3.661535","11.072264,20.440815,-7.736745,-6.628120,-12.669578,-25.553420,22.447585,1.031733,13.369930,-15.266953,-15.173565,12.803171,5.148983,16.008024,25.811332,12.327390,-3.161634,16.083347,-1.120542,-19.198391,-14.553766,15.945007,31.798125,15.813350,10.456848,5.108911,13.346743,-15.782871,-0.282469,16.627052,-17.011250,-8.846256,20.690040,12.117146,4.754245,4.669304,-11.206015,2.186204,-6.628305,2.855800,8.857158,8.852897,10.714192,-7.508313,5.895102,-11.884848,-18.930211,0.157994,19.480548,8.592205,13.623444,4.563540,-11.145670,-2.598483,4.859397,11.531163,-0.968932,-12.516263,17.523202,-4.914446,-20.049515,-5.576693,-9.223908,-7.493443"
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,3,Verify that doubling last year's runners gives this year's total.,320,320,1,100,0,0,12,37,-0.0997723937034607,0.17582719027996063,0.31905868649482727,88.39640808105469,31.474275588989258,0.06468862295150757,0.25,1.37,0.9,2.1589869894087315,17.13766696210289,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,111,37,"THOUGHT: Verify that doubling last year's runners gives this year's total.
ANSWER: 320
CONFIDENCE: 100
STOP: no",1,38,0.0,0.0,1.5975382128274873e-09,2.3465362986030414e-09,"5.710711,5.224924,2.286673,-2.839948,-3.822438,-1.152161,12.740536,-4.578301,9.392287,-4.868903,-6.727653,9.835375,6.021706,3.348930,7.371821,4.249479,-0.482763,6.443985,3.639557,-7.154716,-7.229651,7.845608,17.703340,10.046004,5.287573,-0.858293,-0.703587,-4.360352,3.619695,7.974069,-10.178942,-7.138719,5.801717,6.787780,5.974783,-1.117583,-2.464532,-0.279537,-0.872010,-1.554548,0.322782,4.144033,9.709423,3.371939,11.868164,-4.564775,-7.043618,2.410835,6.220498,1.363879,2.458761,5.006840,-5.457372,-4.655985,6.303028,6.285615,-4.186595,-1.808894,4.933531,-2.963406,-4.865439,-8.626447,-3.706437,-3.106110","8.623259,13.974431,-5.388428,-4.397139,-9.335060,-23.284407,19.478150,-1.021275,13.014603,-16.795064,-16.776419,14.063211,8.492013,16.118587,24.279924,13.195217,-1.134675,20.306142,-0.835212,-17.392906,-11.031526,13.929671,31.281033,12.043786,10.919328,6.568351,6.209208,-15.505299,-4.123731,14.265914,-17.961278,-11.480502,24.524133,9.299945,4.927277,1.229605,-9.818828,2.797912,-11.507994,3.602885,8.328917,10.416930,14.171354,-2.117449,4.772094,-13.358921,-24.448398,0.356173,17.947618,6.003738,13.186860,0.407579,-10.938755,-7.194413,0.973695,12.877881,-0.566941,-11.101647,21.073923,-10.111720,-21.972586,-2.729980,-10.592083,-8.112158"
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,4,Confirm the calculation by checking if 160 doubled equals 320.,320,320,1,100,1,0,10,41,-0.19461524486541748,0.1693047285079956,0.4299383759498596,85.73681640625,31.028465270996094,0.06305015087127686,0.041666666666666664,1.4100000000000001,0.85,2.2945580519735813,17.868364657296567,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,109,41,"THOUGHT: Confirm the calculation by checking if 160 doubled equals 320.
ANSWER: 320
CONFIDENCE: 100
STOP: yes",1,41,0.0,0.0,2.773274665468506e-10,3.082130939358052e-10,"4.539823,3.830787,3.251508,-2.844429,-0.013148,-0.781693,11.988066,-6.048653,8.459416,-5.816251,-6.990823,10.837488,4.678719,4.965996,8.155307,3.421837,-1.383897,6.843010,3.391008,-7.531694,-7.775224,8.773327,16.880382,10.095627,6.131365,-1.245261,-1.839867,-2.930671,1.637730,8.702830,-9.578612,-8.558163,5.152491,7.186975,5.831730,-0.446686,-0.428294,1.946240,-2.655007,-0.649628,1.908733,2.255737,10.068113,1.289322,12.479352,-2.250017,-8.153995,2.503171,4.370273,1.124619,0.624708,6.037049,-4.691181,-4.318851,6.603745,8.707509,-3.606932,-2.685609,5.924368,-4.447746,-4.401516,-6.213582,-4.656212,-2.484140","4.462228,12.019269,-6.264675,-3.234360,-5.546760,-21.101507,15.815942,-5.635367,16.122759,-16.635460,-19.303374,13.810062,8.682896,15.272054,18.273402,11.477676,0.310351,23.503227,2.319564,-19.580353,-6.292167,14.637760,27.476472,12.268155,11.004016,2.056391,3.129106,-13.121352,-7.743564,18.507254,-17.950921,-11.882209,22.725002,6.545055,3.882905,-1.780826,-11.062077,3.796964,-19.156318,2.921584,6.476078,8.262258,10.014498,-3.071801,2.648603,-9.379073,-21.171011,1.447398,14.806363,6.303326,7.046850,0.845399,-7.200929,-5.706065,1.444773,19.736119,0.833332,-12.656055,17.182144,-9.851706,-23.743648,2.495104,-10.696212,-6.156726"
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00000_b5828bc4,gsm8k,grade_school_math,gsm8k,0,320,5,Confirm the final answer matches the expected result.,320,320,1,100,1,0,8,33,-0.11648046970367432,0.2132178544998169,0.46037960052490234,92.72394561767578,28.880470275878906,0.04938828945159912,0.08,1.33,0.8,2.112221867777407,15.623358750056104,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,100,33,"THOUGHT: Confirm the final answer matches the expected result.
ANSWER: 320
CONFIDENCE: 100
STOP: yes",1,41,0.0,0.0,7.850487621086089e-11,4.9288406689385056e-11,"4.299688,4.810782,3.616699,1.361549,-0.336407,-1.589683,11.584513,-6.686361,7.914885,-4.478354,-7.761745,9.786653,8.615479,4.535104,7.282805,5.714495,-1.517348,5.695750,6.867243,-7.759836,-7.402559,5.289367,15.883783,10.679748,6.453162,-2.165038,-2.028460,-3.209316,-0.576342,9.021643,-9.633737,-8.106119,7.132303,6.997701,6.921636,-0.450561,0.232613,-0.074599,-4.771634,-0.912271,0.311464,2.409748,9.136681,1.914005,13.630765,-3.398740,-9.556359,0.569427,3.088587,2.101371,1.603344,4.917957,-4.380120,-5.549131,7.071033,8.120912,-4.303445,0.272095,3.402657,-3.685952,-2.447562,-6.402629,-4.881237,-3.658163","3.697161,9.815722,-6.211584,0.539002,-3.075554,-19.766252,13.830933,-6.227400,12.541643,-12.833224,-14.384786,13.400874,8.910966,16.592841,18.334644,9.616267,3.159575,17.709689,7.729801,-16.119519,-4.909553,8.671653,25.306518,10.507899,12.275440,2.572376,0.473167,-13.751112,-9.134361,21.130714,-16.197960,-14.837713,23.283413,12.340155,7.085739,-4.153098,-9.059853,3.647489,-20.296777,3.261704,6.502915,8.628185,9.538962,-1.626016,4.507530,-11.853262,-22.505125,-1.211585,8.760943,9.460059,11.372734,-2.374524,-5.630069,-7.318064,-4.062773,16.136738,-0.349421,-4.187267,17.697412,-13.489232,-26.388748,4.699568,-12.535609,-9.858425"
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00001_3691caf7,gsm8k,grade_school_math,gsm8k,1,400,1,Calculate the number of classrooms with 30 desks.,5,5,0,100,0,0,8,33,-0.004721709527075291,0.021860642358660698,0.05971965193748474,90.49604797363281,0.0,0.0,0.0,1.33,0.0,2.7025207299739122,12.210822153552382,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,93,33,"THOUGHT: Calculate the number of classrooms with 30 desks.
ANSWER: 5
CONFIDENCE: 100
STOP: no",1,33,-0.0433078408241272,-0.0433078408241272,0.17773419618606567,0.0,"6.941114,5.363233,3.353039,-1.194946,-2.783877,-1.530723,12.463662,-5.977614,8.325557,-5.440851,-8.557550,8.230959,5.302229,4.989890,9.222514,2.572463,-4.164068,6.965305,2.185807,-7.141819,-7.526408,6.865829,14.461274,9.104827,5.064755,-1.891393,-2.233268,-5.073845,3.116930,7.066323,-12.211886,-7.576926,6.144176,7.289119,7.582833,-0.421133,-2.817564,-0.103410,-2.569801,-1.809419,-1.137012,4.840567,9.717600,3.437750,13.438001,-5.981985,-6.759004,2.589807,5.116003,0.266868,-0.798803,5.856539,-4.707609,-7.160408,4.231415,5.900308,-4.823017,-0.364606,6.737950,-7.260912,-1.736460,-7.913568,-2.445632,-4.113726","12.089181,20.227062,-4.314467,-10.344158,-9.390995,-20.562146,23.639650,-1.767866,14.327237,-16.638604,-13.463337,11.514769,-0.283797,11.813214,25.361151,7.244894,-3.308265,12.607813,-2.133015,-12.192618,-7.071774,14.445919,25.655107,14.481954,5.292233,4.007188,8.813015,-17.893413,-3.718813,18.947481,-15.328117,-18.637566,11.432085,15.441704,5.980230,3.032128,-5.084177,9.111289,-2.922350,-5.827937,4.054573,9.303606,6.121575,0.421574,2.796914,-10.920694,-12.994429,1.124310,18.413144,7.098237,4.424408,-5.599653,-6.644863,-8.967662,-3.696576,13.083863,-1.365957,-8.824431,20.011641,-6.028985,-8.606855,-7.423120,-8.203092,-14.884165"
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00001_3691caf7,gsm8k,grade_school_math,gsm8k,1,400,2,Calculate the number of classrooms with 25 desks.,10,10,0,100,0,1,8,35,-0.0853254497051239,0.08672606945037842,0.2607031762599945,85.09566497802734,33.34247589111328,0.07028836011886597,0.7777777777777778,1.35,-0.05,2.847479311749339,12.291573060981388,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,0,structured_partial,ANSWER_line,default,CONFIDENCE_line,0,0,93,35,"THOUGHT: Calculate the number of classrooms with 25 desks.
ANSWER: 10
CONFIDENCE: 100
STOP: 0",1,35,-0.004419164732098579,-0.004980538506060839,0.032744042575359344,0.008881671354174614,"6.684400,6.049475,1.551910,-2.191595,-2.382318,-1.641270,12.810975,-5.917936,8.508858,-5.656532,-8.535696,7.920854,6.055956,3.955317,8.521712,2.901848,-3.362390,5.435331,1.921732,-6.671468,-7.656687,6.646841,14.572274,10.781824,5.964689,-2.251191,-1.069047,-4.790834,2.029317,6.839218,-12.472493,-8.036169,6.607720,7.526830,7.938422,0.438715,-4.259885,-0.350148,-3.378151,-1.807322,-1.222629,3.307283,9.601404,2.661935,13.529753,-5.789230,-7.693073,2.507195,4.833730,1.547153,-1.203733,6.380163,-3.936460,-5.932648,5.714734,7.689859,-3.752919,-1.543881,6.368509,-6.153402,-2.234733,-7.936995,-2.854320,-4.241093","9.752466,16.625382,-5.145378,-15.621498,-5.576316,-13.642072,21.518681,-0.475557,13.470626,-14.393620,-15.569497,13.461373,1.164673,14.138406,18.719837,4.937600,-0.344230,17.013503,0.091333,-12.254699,-10.844181,13.012432,22.834845,9.963617,4.824692,6.005644,8.711913,-14.707028,-9.385709,14.116066,-13.912522,-17.795224,13.606138,13.481051,4.805468,4.959620,-8.845642,6.094762,-8.280198,-3.995508,4.497305,6.439887,8.939932,-4.913047,5.367299,-8.558831,-16.320803,-3.571494,21.833930,6.308959,3.958649,-5.377599,-6.330945,-6.218958,-2.391041,14.725466,2.697276,-12.175885,22.895981,-2.406251,-13.281947,-4.816914,-5.469377,-7.810914"
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00001_3691caf7,gsm8k,grade_school_math,gsm8k,1,400,3,Calculate the total number of desks by summing the desks in both types of classrooms.,400,400,1,100,0,1,15,42,-0.030469704419374466,0.08193352818489075,0.21732184290885925,88.02632141113281,33.17939758300781,0.07290971279144287,0.4,1.42,0.9,2.1589869894087315,19.453567902927606,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,0,structured_partial,ANSWER_line,default,CONFIDENCE_line,0,0,130,42,"THOUGHT: Calculate the total number of desks by summing the desks in both types of classrooms.
ANSWER: 400
CONFIDENCE: 100
STOP: 0",1,42,-0.05668686702847481,-0.16978991031646729,0.16062796115875244,0.2759404480457306,"4.170465,5.200634,2.776199,-5.365538,-3.849948,-1.243800,13.309770,-5.550210,8.119251,-6.133624,-7.449340,7.653199,2.792255,3.531487,11.106052,3.084478,-3.243276,4.959688,1.977991,-8.976881,-7.931194,8.381934,16.087859,9.083339,2.301043,0.239340,-0.141046,-3.229739,2.850663,7.804714,-10.422372,-6.257124,8.078703,6.302210,4.954937,-0.125818,-2.572215,0.632683,-2.112989,-1.288971,-0.808496,4.726456,10.954029,0.963646,11.082688,-4.874030,-5.027672,3.325725,5.904640,0.234013,-1.495425,4.862445,-3.810649,-7.180903,6.653393,5.694175,-4.421768,0.196692,6.609787,-5.137139,-2.942528,-7.083812,-2.028688,-3.899024","5.588690,19.251183,-3.505621,-11.681580,-13.876897,-20.928598,21.890036,0.653388,15.126108,-19.731488,-9.817001,14.114673,1.019258,12.496360,21.813226,4.926597,5.832996,12.824295,1.517004,-16.263423,-11.466419,17.781346,28.078280,12.941215,6.726442,6.148481,10.216565,-11.741776,-6.004076,20.870118,-17.828416,-18.997078,24.142689,8.829752,2.719970,-1.037801,-4.107138,5.585625,-11.242612,-4.412301,1.272933,6.236528,8.714433,-5.516278,2.934580,-9.907911,-14.376564,2.114948,17.795150,6.968821,7.250212,3.307155,-7.970971,-7.872929,-1.200093,14.074088,-2.828185,-5.445137,24.761279,-11.570716,-14.036618,-5.440075,-7.958485,-13.334674"
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00001_3691caf7,gsm8k,grade_school_math,gsm8k,1,400,4,Verify the total number of desks by recalculating the sum.,400,400,1,100,0,0,10,37,-0.08297055959701538,0.17888708412647247,0.46251747012138367,85.90447998046875,37.00430679321289,0.09024345874786377,0.35294117647058826,1.37,0.85,2.2945580519735813,16.12510956877983,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,104,37,"THOUGHT: Verify the total number of desks by recalculating the sum.
ANSWER: 400
CONFIDENCE: 100
STOP: no",1,32,-1.0490252861927729e-05,-3.1470757676288486e-05,0.00012019303540000692,0.00020735550788231194,"4.454164,5.034697,2.241971,-2.652037,-1.655563,-0.914497,11.133748,-5.367092,8.069760,-5.571479,-8.854044,7.240183,5.769127,5.693086,9.475124,2.588026,-0.872200,8.604467,3.697415,-8.343853,-6.746300,5.966937,14.191670,9.796039,5.424116,-1.215495,-1.333679,-1.631231,0.889664,9.259175,-9.293659,-9.725798,6.897107,6.900315,5.499467,-0.739191,-1.016351,0.601350,-2.136717,-2.227736,0.437327,2.404097,12.203449,3.584308,12.421088,-4.983503,-6.824052,1.754168,3.501579,-0.164003,0.611826,2.070532,-5.497634,-5.752363,5.858523,7.183939,-3.760126,-0.821474,4.416015,-6.121870,-2.866644,-5.823385,-4.244077,-3.502090","5.347088,14.195359,-5.698578,-9.057548,-9.776331,-20.653119,19.143999,-1.136830,10.432654,-18.595324,-14.863021,7.804308,3.029147,14.127031,18.737716,10.631499,4.163682,17.456471,7.336669,-16.306342,-10.316514,14.010325,25.583360,10.956717,9.878061,2.611203,-0.294066,-9.622998,-6.726818,15.112950,-18.586388,-21.458411,22.655151,9.665902,6.190922,-1.459034,-5.295894,3.339030,-15.648420,-1.518332,1.073349,8.578440,14.586373,1.183208,1.392204,-9.567529,-21.101294,0.909318,10.341045,5.997483,8.310482,-4.879443,-7.496754,-7.432896,-2.019749,17.244761,1.456859,-4.878775,22.989379,-14.524877,-19.994746,0.351167,-8.809580,-8.721137"
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,qwen2p5_14b,Qwen/Qwen2.5-14B-Instruct,gsm8k_train_00001_3691caf7,gsm8k,grade_school_math,gsm8k,1,400,5,Confirm the total number of students the school can accommodate is equal to the total number of desks.,400,400,1,100,1,0,18,43,-0.07574085146188736,0.12195326387882233,0.2649652361869812,88.43326568603516,34.96775436401367,0.08005648851394653,0.21739130434782608,1.43,0.8,2.112221867777407,20.35770988643674,27.685160160064697,7,0.6,cuda,structured_four_line,default,0,1,structured_exact,ANSWER_line,STOP_line,CONFIDENCE_line,0,0,149,43,"THOUGHT: Confirm the total number of students the school can accommodate is equal to the total number of desks.
ANSWER: 400
CONFIDENCE: 100
STOP: yes",1,34,0.0,0.0,1.4788478885918721e-08,2.0720520410577592e-08,"4.658622,4.911598,3.049600,-5.010810,-4.105678,-2.685773,10.987411,-4.459834,8.340552,-4.729421,-9.400542,6.818426,5.056867,5.271254,9.415566,5.777676,-1.625746,8.095915,4.377216,-8.054263,-9.598968,6.476270,16.905370,10.147079,2.500372,-0.625545,-0.141157,-3.122426,2.869279,7.213179,-9.242294,-6.627596,7.594658,8.030472,6.155539,-1.293983,-0.821721,-0.547814,-1.471235,-2.009709,2.234970,4.140391,11.012136,-0.462616,10.958298,-3.685591,-6.755943,1.621125,5.897711,-0.357614,-0.166762,4.378593,-6.804626,-9.002061,4.799505,6.759942,-5.369858,-0.129675,5.173732,-6.618893,-1.897948,-6.957319,-4.249900,-3.775841","7.915482,11.249189,-8.305326,-12.268134,-10.148274,-24.686689,18.552334,-3.892224,10.978725,-16.215700,-15.209435,9.312418,6.208992,13.851267,17.119527,14.525446,1.433084,19.432838,2.006406,-15.884945,-14.291807,11.120746,29.149536,13.795565,11.432837,6.350370,1.239754,-15.102985,-6.563763,18.239252,-16.579385,-19.845938,27.341147,12.736786,5.913814,-1.390737,-8.718905,5.433335,-14.689324,-2.327401,6.654443,10.885852,14.452915,-4.848792,5.735981,-8.146536,-21.153659,3.189838,14.351495,2.737430,8.160138,-3.240858,-10.795249,-11.143347,-3.255461,16.400301,-0.952070,-9.839740,18.654372,-17.490798,-23.576074,2.144015,-13.880334,-9.471007"
