phase,temperature,seed,step,requested_batch_size,realized_batch_size,prompt_tokens,generated_tokens,wall_clock_seconds,examples_per_second,tokens_per_second,tokenize_seconds,generation_seconds,forward_seconds,postprocess_seconds,hidden_state_write_seconds,gpu_memory_allocated_gb,gpu_memory_reserved_gb,gpu_max_memory_allocated_gb,gpu_max_memory_reserved_gb,split_count,oom_retry_count
generate,0.1,7,1,48,48,11281,12288,17.079629444051534,2.8103654214065728,719.4535478800826,0.020813992246985435,9.22874946705997,0.773737374227494,3.8080290649086237,0.0,7.176609516143799,7.208984375,21.06592035293579,21.490234375,1,0
generate,0.1,7,2,48,48,12467,12288,18.516407258808613,2.5922955424932916,663.6276588782827,0.027598306071013212,9.277996954973787,0.829325454775244,4.7289018467999995,0.0,7.176638126373291,7.208984375,21.076963901519775,21.509765625,1,0
generate,0.1,7,3,48,48,14303,12288,41.821696071419865,1.1477296357859161,293.81878676119453,0.022788618225604296,30.41035200888291,3.2658762116916478,4.914067417383194,0.0,7.1767754554748535,7.208984375,21.1299729347229,21.705078125,1,0
generate,0.1,7,4,48,48,15914,12288,48.39853729400784,0.9917655095320994,253.89197044021745,0.023814183194190264,36.89862749027088,3.4213166278786957,4.82837961986661,0.0,7.17678689956665,7.208984375,21.134390354156494,21.724609375,1,0
generate,0.1,7,5,48,48,17452,12288,52.75585788022727,0.909851567743916,232.92200134244248,0.02614200720563531,39.859206944704056,3.8290289542637765,5.788139541633427,0.0,7.176844120025635,7.208984375,21.156477451324463,22.056640625,1,0
generate,0.1,7,6,48,48,18785,12288,55.23337179515511,0.8690398293629144,222.47419631690607,0.027075354009866714,42.11935959197581,4.100793596357107,5.653788464143872,0.0,7.176884174346924,7.208984375,21.922775268554688,22.251953125,1,0
generate,0.1,7,7,48,48,20187,12288,57.46056150319055,0.8353555681375435,213.85102544321114,0.028959442861378193,44.54882451612502,4.349318988621235,5.222114961128682,0.0,7.1769185066223145,7.208984375,22.966820240020752,23.326171875,1,0
generate,0.1,7,8,48,48,21763,12288,59.808387730736285,0.8025630153432842,205.45613192788076,0.032159031834453344,46.66882447479293,4.674162106122822,5.135082493070513,0.0,7.1769585609436035,7.208984375,24.18539333343506,24.615234375,1,0
generate,0.1,7,9,48,48,23448,12288,62.53763306699693,0.7675378431508164,196.489687846609,0.03331851493567228,49.297767682000995,5.132678533904254,4.74551035836339,0.0,7.176998615264893,7.208984375,25.404527187347412,25.845703125,1,0
generate,0.1,7,10,48,48,24914,12288,66.79217942198738,0.7186470095060086,183.9736344335382,0.035450614988803864,53.98729352699593,3.762533036991954,5.503411843907088,0.0,7.177038669586182,7.208984375,26.624221324920654,27.095703125,1,0
hidden_state_write,0.1,7,0,48,48,0,0,0.010005336720496416,,,0.0,0.0,0.0,0.0,0.010005336720496416,7.176397800445557,7.208984375,26.624221324920654,27.095703125,0,0
generate,0.1,7,1,48,48,11323,12288,38.617733808234334,1.242952272610184,318.1957817882071,0.02564931334927678,28.684891043696553,2.338974724058062,4.310372949112207,0.0,7.1766037940979,7.208984375,21.063711643218994,21.470703125,1,0
generate,0.1,7,2,48,48,12758,12288,41.876807793043554,1.146219173085433,293.43210830987084,0.026435748673975468,31.766718502156436,1.798362614121288,4.950785249937326,0.0,7.176649570465088,7.208984375,21.08138132095337,21.529296875,1,0
generate,0.1,7,3,48,48,14171,12288,46.52122559212148,1.0317870904959339,264.13749516695907,0.022576358169317245,35.057919398881495,3.0556008010171354,5.135242456104606,0.0,7.176712512969971,7.208984375,21.105677127838135,21.646484375,1,0
