detector,mean_stop_step,mean_stop_utility,mean_oracle_utility,mean_oracle_gap,false_early_rate,false_late_rate,mean_false_late_severity,aggregation_level,group_name,run_name,run_label,family,parameter_count,rank
oracle,2.8716517857142856,0.38037574404761904,0.38037574404761904,0.0,0.0,0.0,0.0,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,1
verifier_first_correct,6.562127976190476,0.21482514880952375,0.38037574404761904,0.16555059523809518,0.2101934523809523,0.5070684523809523,4.056547619047619,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,2
first_answer,1.0,0.2101934523809523,0.38037574404761904,0.17018229166666665,1.0,0.0,0.0,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,3
hazard_drift,2.0706845238095246,0.15368303571428565,0.38037574404761904,0.2266927083333333,0.2626488095238094,0.03497023809523805,0.0438988095238095,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,4
e_process,3.0007440476190474,0.10829613095238091,0.38037574404761904,0.27207961309523804,0.21056547619047616,0.32068452380952384,0.7779017857142857,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,5
entropy_plateau,4.14546130952381,0.0625930059523809,0.38037574404761904,0.31778273809523805,0.14732142857142855,0.5483630952380952,1.7511160714285714,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,6
empirical_bernstein,9.0,-0.19352678571428572,0.38037574404761904,0.5739025297619048,0.0204613095238095,0.9676339285714286,6.148809523809524,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,7
answer_stability,9.974702380952381,-0.23333333333333328,0.38037574404761904,0.6137090773809524,0.0011160714285714,0.9776785714285714,7.107514880952381,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,8
never_stop,10.0,-0.2345982142857143,0.38037574404761904,0.6149739583333333,0.0,0.9795386904761905,7.128348214285714,family,DeepSeek-R1 distill,,DeepSeek-R1 distill,DeepSeek-R1 distill,family-average,9
oracle,2.1480654761904763,0.376376488095238,0.376376488095238,0.0,0.0,0.0,0.0,family,InternLM3,,InternLM3,InternLM3,family-average,1
first_answer,1.0,0.3519345238095238,0.376376488095238,0.0244419642857142,1.0,0.0,0.0,family,InternLM3,,InternLM3,InternLM3,family-average,2
