model,feature,coefficient
correctness_probe,step,-0.06898647128905003
correctness_probe,entropy_mean,-0.4086051902713085
correctness_probe,entropy_std,-0.8872538584026167
correctness_probe,confidence,0.0
correctness_probe,answer_changed,0.485473081902236
correctness_probe,thought_token_count,1.1422154342121784
correctness_probe,hidden_l2_shift,0.7211320958846162
correctness_probe,hidden_cosine_shift,0.17638197948072362
correctness_probe,lexical_echo,-0.6419193059096813
correctness_probe,verbose_confidence_proxy,0.0
repair_hazard,step,-0.33796534206577644
repair_hazard,entropy_mean,-0.07747043775128307
repair_hazard,entropy_std,-0.045129210177993595
repair_hazard,confidence,0.0
repair_hazard,answer_changed,-0.12487475142087251
repair_hazard,thought_token_count,-0.9886769442895119
repair_hazard,hidden_l2_shift,-0.30731830408266186
repair_hazard,hidden_cosine_shift,-0.28127101990070835
repair_hazard,lexical_echo,-0.299108163964005
repair_hazard,verbose_confidence_proxy,7.035578481985357e-19
corruption_hazard,step,0.0
corruption_hazard,entropy_mean,0.29343361504077375
corruption_hazard,entropy_std,0.29343361504077375
corruption_hazard,confidence,0.0
corruption_hazard,answer_changed,0.0
corruption_hazard,thought_token_count,-0.29343361504077375
corruption_hazard,hidden_l2_shift,0.29343361504077375
corruption_hazard,hidden_cosine_shift,0.29343361504077375
corruption_hazard,lexical_echo,-0.29343361504077375
corruption_hazard,verbose_confidence_proxy,0.0
