model,feature,coefficient
correctness_probe,step,0.11259051318337861
correctness_probe,entropy_mean,-0.6226483995918545
correctness_probe,entropy_std,0.6971705129028297
correctness_probe,confidence,0.7955884455984801
correctness_probe,answer_changed,-0.9254618692656723
correctness_probe,thought_token_count,-0.04398861686551016
correctness_probe,hidden_l2_shift,0.2991374830929562
correctness_probe,hidden_cosine_shift,-0.13877411893146824
correctness_probe,lexical_echo,0.08217337965652523
correctness_probe,verbose_confidence_proxy,0.01992373288046041
repair_hazard,step,-0.06421391094589904
repair_hazard,entropy_mean,0.023546271254179303
repair_hazard,entropy_std,0.05097899523310849
repair_hazard,confidence,-0.03912510503742328
repair_hazard,answer_changed,0.30640048336357406
repair_hazard,thought_token_count,0.09722257780092954
repair_hazard,hidden_l2_shift,-0.14218541990045472
repair_hazard,hidden_cosine_shift,0.06894775676914333
repair_hazard,lexical_echo,-0.11587780306050013
repair_hazard,verbose_confidence_proxy,-0.18379480491520564
corruption_hazard,step,0.012126709679049469
corruption_hazard,entropy_mean,0.08681138052168873
corruption_hazard,entropy_std,0.003784347926376116
corruption_hazard,confidence,-0.2210742183971235
corruption_hazard,answer_changed,0.22365000650142616
corruption_hazard,thought_token_count,0.06864220677473111
corruption_hazard,hidden_l2_shift,-0.039325494261041816
corruption_hazard,hidden_cosine_shift,0.05472311989488437
corruption_hazard,lexical_echo,-0.16189448431006284
corruption_hazard,verbose_confidence_proxy,0.08291661491659529
