step,q_t,n_repairs,n_corruptions,repair_rate,corruption_rate,hazard_mu,entropy_mean,confidence_mean,answer_changed_rate,hidden_shift_mean,n_transitions
1,0.06466666666666666,51,44,0.036350677120456164,0.4536082474226804,-0.04533333333333334,0.313448237006863,56.99666666666667,0.0,0.0,1500
2,0.06933333333333333,75,34,0.053724928366762174,0.3269230769230769,-0.022666666666666672,0.26306916734327873,58.364666666666665,0.85,50.816489130655924,1500
3,0.09666666666666666,85,29,0.06273062730627306,0.2,-0.012666666666666673,0.23458149975041548,60.681333333333335,0.82,41.92038133525848,1500
4,0.134,86,23,0.06620477290223249,0.11442786069651742,-0.008,0.23291397640357414,63.324,0.7733333333333333,38.48258692804972,1500
5,0.176,85,36,0.06877022653721683,0.13636363636363635,-0.017333333333333326,0.2352754565750559,65.428,0.7266666666666667,37.88028699286779,1500
6,0.20866666666666667,68,30,0.05728727885425442,0.09584664536741214,-0.024666666666666674,0.23900317349657416,67.43733333333333,0.6626666666666666,35.78246017932892,1500
7,0.234,44,36,0.038294168842471714,0.10256410256410256,-0.044666666666666674,0.24086938792156676,69.26733333333334,0.6213333333333333,33.30739024384817,1500
8,0.23933333333333334,53,32,0.04645048203330412,0.08913649025069638,-0.036000000000000004,0.24040020347386598,70.36933333333333,0.5713333333333334,31.336742183526358,1500
9,0.25333333333333335,51,26,0.045535714285714284,0.06842105263157895,-0.03333333333333334,0.23377051462264112,70.83266666666667,0.538,30.171100914478302,1500
10,0.27,53,24,0.048401826484018265,0.05925925925925926,-0.03066666666666667,0.22521200749495376,72.208,0.5,28.620624231179555,1500
11,0.28933333333333333,38,36,0.03564727954971857,0.08294930875576037,-0.04866666666666667,0.21418415381138523,73.09133333333334,0.45066666666666666,26.10421940883001,1500
12,0.2906666666666667,36,29,0.03383458646616541,0.06651376146788991,-0.04533333333333334,0.20853099837464592,73.65,0.43066666666666664,24.73673036813736,1500
13,0.29533333333333334,44,22,0.041627246925260174,0.04966139954853273,-0.035333333333333335,0.20420369203730176,74.026,0.416,23.210999107996624,1500
