step,q_t,n_transitions,n_correct_states,n_incorrect_states,n_repairs,n_corruptions,pooled_repair_frequency,pooled_corruption_frequency,pooled_proxy_drift,repair_rate,corruption_rate,empirical_utility_drift,conditional_hazard_drift,hazard_mu,empirical_mu,empirical_variance,conditional_empirical_gap,fitted_q_t,fitted_repair_hazard,fitted_corruption_hazard,fitted_hazard_drift,entropy_mean,answer_changed_rate,hidden_shift_mean,confidence_mean,n_examples,e_process_value,delta_t,eb_upper_bound,eb_stop_signal,e_process_threshold,e_process_stop_signal
1,0.06466666666666666,1500,97,1403,51,44,0.034,0.029333333333333333,-0.04533333333333334,0.036350677120456164,0.4536082474226804,-0.045333333333333344,-0.04533333333333334,-0.04533333333333334,-0.045333333333333344,0.06331155555555383,6.938893903907228e-18,0.23094661013950668,0.2590822424380966,0.1514677296467693,0.10533555972623025,0.313448237006863,0.0,0.0,56.99666666666667,1500,153156161.84176174,0.03039635509270134,-0.007276595316705849,1,32.89868133696452,1
2,0.06933333333333333,1500,104,1396,75,34,0.05,0.02266666666666667,-0.02266666666666667,0.053724928366762174,0.3269230769230769,-0.02266666666666667,-0.022666666666666672,-0.022666666666666672,-0.02266666666666667,0.07191955555555492,-3.469446951953614e-18,0.17646004413348823,0.5388926390653491,0.784196407456289,0.2598772614840334,0.26306916734327873,0.85,50.816489130655924,58.364666666666665,1500,30.60966115954704,0.007599088773175335,0.025189942593794576,0,131.5947253478581,0
3,0.09666666666666666,1500,145,1355,85,29,0.056666666666666664,0.019333333333333334,-0.012666666666666673,0.06273062730627306,0.2,-0.012666666666666666,-0.012666666666666673,-0.012666666666666673,-0.012666666666666666,0.07460622222222274,-6.938893903907228e-18,0.20609329357945977,0.5474282462447969,0.7536245293842482,0.2382834838947073,0.23458149975041548,0.82,41.92038133525848,60.681333333333335,1500,1.032281883734639,0.0033773727880779263,0.040478145252225844,0,296.08813203268073,0
4,0.134,1500,201,1299,86,23,0.05733333333333333,0.015333333333333332,-0.008,0.06620477290223249,0.11442786069651742,-0.008000000000000016,-0.008,-0.008,-0.008000000000000016,0.07090266666666538,1.5612511283791264e-17,0.24909674089125777,0.5351518259902542,0.7211890871487113,0.19042488154471926,0.23291397640357414,0.7733333333333333,38.48258692804972,63.324,1500,0.3899527817101443,0.0018997721932938337,0.04784469638610235,0,526.3789013914324,0
5,0.176,1500,264,1236,85,36,0.056666666666666664,0.024,-0.01733333333333334,0.06877022653721683,0.13636363636363635,-0.017333333333333346,-0.017333333333333326,-0.017333333333333326,-0.017333333333333346,0.0795995555555565,2.0816681711721685e-17,0.29300583012782466,0.5211424761569234,0.6943700013659473,0.1443147665140825,0.2352754565750559,0.7266666666666667,37.88028699286779,65.428,1500,3.2282699802663446,0.0012158542037080534,0.04270261263035685,0,822.4670334241131,0
6,0.20866666666666667,1500,313,1187,68,30,0.04533333333333334,0.02,-0.024666666666666667,0.05728727885425442,0.09584664536741214,-0.02466666666666668,-0.024666666666666674,-0.024666666666666674,-0.02466666666666668,0.064691555555555,6.938893903907228e-18,0.331313979155825,0.501253587486059,0.6538179886437337,0.10874830512246274,0.23900317349657416,0.6626666666666666,35.78246017932892,67.43733333333333,1500,123.8326130698045,0.0008443431970194816,0.03459093803762027,0,1184.352528130723,0
7,0.234,1500,351,1149,44,36,0.029333333333333333,0.024,-0.044666666666666674,0.038294168842471714,0.10256410256410256,-0.044666666666666674,-0.044666666666666674,-0.044666666666666674,-0.044666666666666674,0.05330488888888885,0.0,0.3633315039074358,0.48210524934850246,0.6196639624497942,0.08201462083465733,0.24086938792156676,0.6213333333333333,33.30739024384817,69.26733333333334,1500,1103437155.1874592,0.0006203337774020681,0.013824349767344556,0,1612.0353855112617,1
8,0.23933333333333334,1500,359,1141,53,32,0.035333333333333335,0.021333333333333333,-0.036000000000000004,0.04645048203330412,0.08913649025069638,-0.03600000000000001,-0.036000000000000004,-0.036000000000000004,-0.03600000000000001,0.056470666666668154,6.938893903907228e-18,0.38630121051884364,0.4668595339360269,0.5871448213116411,0.07105270979020066,0.24040020347386598,0.5713333333333334,31.336742183526358,70.36933333333333,1500,356755.06090116984,0.00047494304832345843,0.024672648536285348,0,2105.5156055657294,1
9,0.25333333333333335,1500,380,1120,51,26,0.034,0.017333333333333333,-0.03333333333333333,0.045535714285714284,0.06842105263157895,-0.03333333333333331,-0.03333333333333334,-0.03333333333333334,-0.03333333333333331,0.05105555555555525,-2.7755575615628914e-17,0.40034508159837295,0.4557751838648713,0.5622341088757308,0.06371588140404914,0.23377051462264112,0.538,30.171100914478302,70.83266666666667,1500,129971.55991947779,0.0003752636431197696,0.027346167756557665,0,2664.793188294126,1
10,0.27,1500,405,1095,53,24,0.035333333333333335,0.016,-0.03066666666666667,0.048401826484018265,0.05925925925925926,-0.030666666666666682,-0.03066666666666667,-0.03066666666666667,-0.030666666666666682,0.05095955555555536,1.3877787807814457e-17,0.425546352809597,0.4480889344137219,0.535578507479716,0.04526663734619949,0.22521200749495376,0.5,28.620624231179555,72.208,1500,19554.148972608567,0.00030396355092701335,0.031120486579958154,0,3289.8681336964523,1
