run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,expected_answer,step,thought,answer,answer_normalized,correct,confidence,model_stop_flag,answer_changed,thought_token_count,raw_generation_tokens,mean_token_logprob,entropy_mean,entropy_std,hidden_norm,hidden_l2_shift,hidden_cosine_shift,lexical_echo,verbose_confidence_proxy,utility,elapsed_seconds,tokens_per_second,gpu_memory_allocated_gb,seed,temperature,device,prompt_mode,system_prompt_mode,is_baseline,parse_success,output_format_type,answer_extraction_source,stop_extraction_source,confidence_extraction_source,hit_max_new_tokens,truncated_output_suspected,raw_text_length_chars,raw_text_length_tokens,raw_text
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,1,"The skin is known for its role in temperature regulation, which is crucial for maintaining homeostasis.",D,D,1,100,0,0,16,49,-0.1552041620016098,0.3447555899620056,0.579990804195404,73.33568572998047,0.0,0.0,0.0,1.49,1.0,14.805205420125276,3.309646749878421,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,177,49,"{
  ""thought"": ""The skin is known for its role in temperature regulation, which is crucial for maintaining homeostasis."",
  ""answer"": ""D"",
  ""confidence"": 100,
  ""stop"": false
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,2,"The skin's ability to regulate temperature aligns with its role in maintaining homeostasis, as temperature is a key aspect of internal stability.",D,D,1,100,0,0,23,61,-0.16554993391036987,0.4033719301223755,0.609329342842102,78.82425689697266,24.69584083557129,0.05014669895172119,0.3333333333333333,1.6099999999999999,0.95,17.22086856374517,3.5422139001991084,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,218,61,"{
  ""thought"": ""The skin's ability to regulate temperature aligns with its role in maintaining homeostasis, as temperature is a key aspect of internal stability."", 
  ""answer"": ""D"", 
  ""confidence"": 100, 
  ""stop"": 0
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,3,"The skin's ability to regulate temperature is a well-known function, but it also plays a role in other aspects of homeostasis such as pH balance and hydration.",D,D,1,80,0,0,29,65,-0.2976815104484558,0.6211422681808472,0.9036204814910889,82.44110107421875,19.50090217590332,0.028253555297851562,0.375,1.4500000000000002,0.9,17.41640662495047,3.7321131390491327,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,231,65,"{
  ""thought"": ""The skin's ability to regulate temperature is a well-known function, but it also plays a role in other aspects of homeostasis such as pH balance and hydration."", 
  ""answer"": ""D"", 
  ""confidence"": 80, 
  ""stop"": 0
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,4,"The skin's role in temperature regulation is fundamental to homeostasis, but it also helps maintain pH balance and hydration, which are additional aspects of homeostasis.",D,D,1,85,0,0,26,62,-0.2041735202074051,0.4623929262161255,0.6971608996391296,84.74380493164062,18.71263885498047,0.024680912494659424,0.4186046511627907,1.47,0.85,26.464849893003702,2.3427300835131675,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,239,62,"{
  ""thought"": ""The skin's role in temperature regulation is fundamental to homeostasis, but it also helps maintain pH balance and hydration, which are additional aspects of homeostasis."",
  ""answer"": ""D"",
  ""confidence"": 85,
  ""stop"": 0
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,5,"The skin's role in temperature regulation is indeed fundamental to homeostasis, but it also helps maintain pH balance and hydration, which are additional aspects of homeostasis. This further supports that the correct answer is D.",D,D,1,90,0,0,36,72,-0.22646406292915344,0.4986054599285126,0.7389706969261169,96.30060577392578,19.733919143676758,0.015676498413085938,0.5813953488372093,1.62,0.8,34.262826724909246,2.1014027995435542,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,302,72,"{
  ""thought"": ""The skin's role in temperature regulation is indeed fundamental to homeostasis, but it also helps maintain pH balance and hydration, which are additional aspects of homeostasis. This further supports that the correct answer is D."",
  ""answer"": ""D"",
  ""confidence"": 90,
  ""stop"": false
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,6,"The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D.",D,D,1,95,0,0,23,55,-0.10241976380348206,0.24277566373348236,0.4504346251487732,85.13693237304688,23.20638656616211,0.025242328643798828,0.5428571428571428,1.5,0.75,39.57238523801789,1.3898580959724542,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,211,55,"{
  ""thought"": ""The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D."",
  ""answer"": ""D"",
  ""confidence"": 95,
  ""stop"": 0
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,7,"The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D.",D,D,1,95,0,0,23,54,-0.0350714772939682,0.12285644561052322,0.25715354084968567,86.65660095214844,9.029119491577148,0.005368590354919434,0.6,1.49,0.7,38.304191016126424,1.4097674057981147,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,215,54,"{
  ""thought"": ""The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D."",
  ""answer"": ""D"",
  ""confidence"": 95,
  ""stop"": false
}"
qwen2p5_3b__arc_test_00000_398537ec__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00000_398537ec,arc,arc_challenge,arc,0,D,8,"The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D.",D,D,1,95,1,0,23,54,-0.017921308055520058,0.08051899820566177,0.19298580288887024,87.0396728515625,4.52180814743042,0.0013456344604492188,1.0,1.49,0.6499999999999999,45.095970842055976,1.1974462239460255,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,214,54,"{
  ""thought"": ""The skin's role in maintaining pH balance and hydration, in addition to temperature regulation, further supports that the correct answer is D."",
  ""answer"": ""D"",
  ""confidence"": 95,
  ""stop"": true
}"
qwen2p5_3b__arc_test_00001_d4bf1bf9__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00001_d4bf1bf9,arc,arc_challenge,arc,1,C,1,"Rocks are typically composed of minerals, but minerals are not made of rocks, so option A is incorrect.",C,C,1,80,0,0,18,50,-0.1806558221578598,0.36416178941726685,0.5889630317687988,74.05860900878906,0.0,0.0,0.0,1.3,1.0,14.805205420125276,3.3771905611004294,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,176,50,"{
  ""thought"": ""Rocks are typically composed of minerals, but minerals are not made of rocks, so option A is incorrect."",
  ""answer"": ""C"",
  ""confidence"": 80,
  ""stop"": false
}"
qwen2p5_3b__arc_test_00001_d4bf1bf9__temp0.10__seed7,qwen2p5_3b,Qwen/Qwen2.5-3B-Instruct,arc_test_00001_d4bf1bf9,arc,arc_challenge,arc,1,C,2,"Option B is incorrect because crystals are a type of mineral, not rocks themselves.",C,C,1,85,0,0,14,48,-0.11095540970563889,0.25625288486480713,0.4982924461364746,67.77653503417969,29.57514190673828,0.08319896459579468,0.4,1.33,0.95,17.22086856374517,2.7873158558943802,5.779259204864502,7,0.1,cuda,minimal_json,default,0,1,json_exact,json_field,json_field,json_field,0,0,155,48,"{
  ""thought"": ""Option B is incorrect because crystals are a type of mineral, not rocks themselves."", 
  ""answer"": ""C"", 
  ""confidence"": 85, 
  ""stop"": 0
}"
