model,feature,coefficient
correctness_probe,step,-0.002115775539720844
correctness_probe,entropy_mean,-0.20818600032447854
correctness_probe,entropy_std,0.11176996671629352
correctness_probe,confidence,0.9942519873775447
correctness_probe,answer_changed,-0.5956864153512563
correctness_probe,thought_token_count,0.17249368240307056
correctness_probe,hidden_l2_shift,0.6898514027760846
correctness_probe,hidden_cosine_shift,-0.27312498720467904
correctness_probe,lexical_echo,0.037099513948173915
correctness_probe,verbose_confidence_proxy,-0.04702942881144816
repair_hazard,step,-0.24712925418893286
repair_hazard,entropy_mean,0.1486950145450791
repair_hazard,entropy_std,-0.27048965673832676
repair_hazard,confidence,-0.34645840070866546
repair_hazard,answer_changed,0.5890686361498492
repair_hazard,thought_token_count,-0.2411958541971728
repair_hazard,hidden_l2_shift,0.33367049988078024
repair_hazard,hidden_cosine_shift,-0.29609837802149397
repair_hazard,lexical_echo,-0.07528952817317669
repair_hazard,verbose_confidence_proxy,0.5983227642020263
corruption_hazard,step,-0.37264972438265365
corruption_hazard,entropy_mean,0.7184059967197848
corruption_hazard,entropy_std,-0.3845925178043519
corruption_hazard,confidence,-0.16541820203192506
corruption_hazard,answer_changed,0.5151526216525254
corruption_hazard,thought_token_count,-0.48335746900573856
corruption_hazard,hidden_l2_shift,0.3877994036331012
corruption_hazard,hidden_cosine_shift,-0.2474040528892793
corruption_hazard,lexical_echo,0.10084265298525501
corruption_hazard,verbose_confidence_proxy,0.2890064219700879
