step,q_t,n_repairs,n_corruptions,repair_rate,corruption_rate,hazard_mu,entropy_mean,confidence_mean,answer_changed_rate,hidden_shift_mean,n_transitions
1,0.088,79,14,0.0577485380116959,0.10606060606060606,-0.006666666666666668,0.3775733586202065,56.98,0.0,0.0,1500
2,0.13133333333333333,130,11,0.0997697620874904,0.05583756345177665,0.029333333333333336,0.28544399242351454,65.68866666666666,0.512,40.59677211761475,1500
3,0.21066666666666667,149,8,0.1258445945945946,0.02531645569620253,0.04400000000000001,0.2627553374360626,73.40733333333333,0.5446666666666666,34.969806859016416,1500
4,0.30466666666666664,146,7,0.13998082454458294,0.015317286652078774,0.04266666666666667,0.26765230560240644,80.62,0.4713333333333333,34.02411369975408,1500
5,0.3973333333333333,114,11,0.1261061946902655,0.018456375838926176,0.018666666666666665,0.27596105144452304,86.24066666666667,0.4106666666666667,33.88904238430659,1500
6,0.466,63,8,0.07865168539325842,0.011444921316165951,-0.013333333333333336,0.29338727534220865,90.05133333333333,0.328,33.36795622936884,1500
7,0.5026666666666667,55,9,0.07372654155495978,0.011936339522546418,-0.01933333333333334,0.3027813930382642,92.25933333333333,0.23733333333333334,31.772628845373788,1500
8,0.5333333333333333,36,6,0.05142857142857143,0.0075,-0.030000000000000002,0.30962677812358985,93.96933333333334,0.19866666666666666,29.180360687096915,1500
9,0.5533333333333333,21,5,0.03134328358208955,0.006024096385542169,-0.03933333333333334,0.3135460406775431,94.95133333333334,0.15066666666666667,28.050598905881245,1500
10,0.564,13,5,0.019877675840978593,0.00591016548463357,-0.04466666666666667,0.3157888518075148,95.55266666666667,0.112,25.086890446424484,1500
11,0.5693333333333334,14,2,0.021671826625386997,0.00234192037470726,-0.042,0.31814228602591904,96.14333333333333,0.098,23.46706632820765,1500
12,0.5773333333333334,8,3,0.012618296529968454,0.003464203233256351,-0.04666666666666667,0.31191487387816114,97.09333333333333,0.08266666666666667,21.888196183284123,1500
13,0.5806666666666667,10,3,0.01589825119236884,0.003444316877152698,-0.04533333333333334,0.3021799268561105,96.996,0.054,20.239016787846882,1500
