model,feature,coefficient
correctness_probe,step,-0.062076573206981484
correctness_probe,entropy_mean,-0.11028324229207619
correctness_probe,entropy_std,0.0869754286965095
correctness_probe,confidence,0.34576921728229554
correctness_probe,answer_changed,0.01639927655153954
correctness_probe,thought_token_count,-0.013167083589001222
correctness_probe,hidden_l2_shift,0.008574840016434887
correctness_probe,hidden_cosine_shift,-0.02930433854487694
correctness_probe,lexical_echo,-0.03825732281076951
correctness_probe,verbose_confidence_proxy,0.07725231188029642
repair_hazard,step,-0.2823094717682708
repair_hazard,entropy_mean,-0.056367217149548815
repair_hazard,entropy_std,0.006804191773295819
repair_hazard,confidence,-0.031245904116983882
repair_hazard,answer_changed,0.42701985246293217
repair_hazard,thought_token_count,0.0925466881272861
repair_hazard,hidden_l2_shift,0.4689161762911045
repair_hazard,hidden_cosine_shift,-0.37073119017356604
repair_hazard,lexical_echo,-0.13374298186963274
repair_hazard,verbose_confidence_proxy,-0.041058889754926296
corruption_hazard,step,-0.28242969453088285
corruption_hazard,entropy_mean,0.1839861720048958
corruption_hazard,entropy_std,-0.1484485580325979
corruption_hazard,confidence,-0.2922084366417739
corruption_hazard,answer_changed,0.5032349614540371
corruption_hazard,thought_token_count,-0.04830322880461312
corruption_hazard,hidden_l2_shift,0.6739770906708673
corruption_hazard,hidden_cosine_shift,-0.631687243635151
corruption_hazard,lexical_echo,-0.08346686641541458
corruption_hazard,verbose_confidence_proxy,0.10176857996574384
