model,feature,coefficient
correctness_probe,step,-0.19572885103912444
correctness_probe,entropy_mean,-0.42799301649117727
correctness_probe,entropy_std,-0.33835813868345826
correctness_probe,confidence,0.0
correctness_probe,answer_changed,-0.4607807938983934
correctness_probe,thought_token_count,-0.3356563863117411
correctness_probe,hidden_l2_shift,-0.2867173063504582
correctness_probe,hidden_cosine_shift,-0.3135476358460518
correctness_probe,lexical_echo,-0.01851342760159141
correctness_probe,verbose_confidence_proxy,0.0
repair_hazard,constant_probability,0.0
corruption_hazard,step,0.0
corruption_hazard,entropy_mean,0.43085979158597293
corruption_hazard,entropy_std,0.43085979158597293
corruption_hazard,confidence,0.0
corruption_hazard,answer_changed,0.0
corruption_hazard,thought_token_count,0.43085979158597293
corruption_hazard,hidden_l2_shift,0.0
corruption_hazard,hidden_cosine_shift,0.0
corruption_hazard,lexical_echo,0.0
corruption_hazard,verbose_confidence_proxy,0.0
