run_id,brier,auc
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.10__seed7,0.008512368333667641,
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp0.60__seed7,0.06727253249429535,1.0
qwen2p5_14b__gsm8k_train_00000_b5828bc4__temp1.00__seed7,0.010512326158588577,1.0
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.10__seed7,0.2802669786725498,0.5833333333333334
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp0.60__seed7,0.03295439114816823,
qwen2p5_14b__gsm8k_train_00001_3691caf7__temp1.00__seed7,0.08032642668763547,1.0
qwen2p5_14b__gsm8k_train_00002_ae407466__temp0.10__seed7,0.17023366791367603,0.92
qwen2p5_14b__gsm8k_train_00002_ae407466__temp0.60__seed7,0.07792060006449716,1.0
qwen2p5_14b__gsm8k_train_00002_ae407466__temp1.00__seed7,0.04879888451414543,1.0
qwen2p5_14b__gsm8k_train_00003_135cf83f__temp0.10__seed7,0.010295027667767041,
qwen2p5_14b__gsm8k_train_00003_135cf83f__temp0.60__seed7,0.013142390893144906,
qwen2p5_14b__gsm8k_train_00003_135cf83f__temp1.00__seed7,0.06939523203795392,1.0
qwen2p5_14b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,0.018766576836551523,1.0
qwen2p5_14b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,0.2388436782645272,0.8125
qwen2p5_14b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,0.133478670854543,1.0
qwen2p5_14b__gsm8k_train_00005_d0817615__temp0.10__seed7,0.23537709011342303,0.7619047619047619
qwen2p5_14b__gsm8k_train_00005_d0817615__temp0.60__seed7,0.21171664783784183,0.5416666666666666
qwen2p5_14b__gsm8k_train_00005_d0817615__temp1.00__seed7,0.06799058885537125,1.0
qwen2p5_14b__gsm8k_train_00006_4cf43e2d__temp0.10__seed7,0.12714382188875903,0.6666666666666666
qwen2p5_14b__gsm8k_train_00006_4cf43e2d__temp0.60__seed7,0.1267190277474482,1.0
qwen2p5_14b__gsm8k_train_00006_4cf43e2d__temp1.00__seed7,0.10185082637317795,0.8095238095238095
qwen2p5_14b__gsm8k_train_00007_40d1aba4__temp0.10__seed7,0.025785322110476162,1.0
qwen2p5_14b__gsm8k_train_00007_40d1aba4__temp0.60__seed7,0.07365372258650858,1.0
qwen2p5_14b__gsm8k_train_00007_40d1aba4__temp1.00__seed7,0.031959111933591376,1.0
qwen2p5_14b__gsm8k_train_00008_cd4fe6cf__temp0.10__seed7,0.06118523784059672,1.0
qwen2p5_14b__gsm8k_train_00008_cd4fe6cf__temp0.60__seed7,0.016025376518486747,1.0
qwen2p5_14b__gsm8k_train_00008_cd4fe6cf__temp1.00__seed7,0.048347546914779924,1.0
qwen2p5_14b__gsm8k_train_00009_a1cbbbd0__temp0.10__seed7,0.025111100850691227,
qwen2p5_14b__gsm8k_train_00009_a1cbbbd0__temp0.60__seed7,0.41487283320951507,0.36
qwen2p5_14b__gsm8k_train_00009_a1cbbbd0__temp1.00__seed7,0.42235062224576786,0.41666666666666663
qwen2p5_14b__gsm8k_train_00010_8c587dfb__temp0.10__seed7,0.08803561237507453,1.0
qwen2p5_14b__gsm8k_train_00010_8c587dfb__temp0.60__seed7,0.024622148265129082,
qwen2p5_14b__gsm8k_train_00010_8c587dfb__temp1.00__seed7,0.026999395937578052,
qwen2p5_14b__gsm8k_train_00011_127045f3__temp0.10__seed7,0.043428721593894395,
qwen2p5_14b__gsm8k_train_00011_127045f3__temp0.60__seed7,0.014795439692109036,1.0
qwen2p5_14b__gsm8k_train_00011_127045f3__temp1.00__seed7,0.020396698192520653,1.0
qwen2p5_14b__gsm8k_train_00012_6cf7f4b8__temp0.10__seed7,0.3873018318345881,0.75
qwen2p5_14b__gsm8k_train_00012_6cf7f4b8__temp0.60__seed7,0.5500433376228406,0.0
qwen2p5_14b__gsm8k_train_00012_6cf7f4b8__temp1.00__seed7,0.20079613502156146,1.0
qwen2p5_14b__gsm8k_train_00013_6f2b17c2__temp0.10__seed7,0.013475444282081353,
qwen2p5_14b__gsm8k_train_00013_6f2b17c2__temp0.60__seed7,0.01861174400292728,1.0
qwen2p5_14b__gsm8k_train_00013_6f2b17c2__temp1.00__seed7,0.11138875434191087,1.0
qwen2p5_14b__gsm8k_train_00014_f0103a9f__temp0.10__seed7,0.06733754164566075,1.0
qwen2p5_14b__gsm8k_train_00014_f0103a9f__temp0.60__seed7,0.06205538502009774,1.0
qwen2p5_14b__gsm8k_train_00014_f0103a9f__temp1.00__seed7,0.126666237967842,0.6666666666666667
qwen2p5_14b__gsm8k_train_00015_20b7f79a__temp0.10__seed7,0.2891757913573036,0.23809523809523808
qwen2p5_14b__gsm8k_train_00015_20b7f79a__temp0.60__seed7,0.4947975004413368,0.2857142857142857
