run_id,brier,auc,n,scope
internlm3_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.10__seed7,0.2017711318519042,0.9166666666666667,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00000_b5828bc4__temp0.60__seed7,0.21679915732451813,0.8888888888888888,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00000_b5828bc4__temp1.00__seed7,0.17234769480840964,0.75,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00001_3691caf7__temp0.10__seed7,0.24189950362223991,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00001_3691caf7__temp0.60__seed7,0.2495118064686607,0.6666666666666667,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00001_3691caf7__temp1.00__seed7,0.2046465896175258,0.6666666666666666,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00002_ae407466__temp0.10__seed7,0.22158043587470763,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00002_ae407466__temp0.60__seed7,0.22049385713729824,1.0,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00002_ae407466__temp1.00__seed7,0.1796290615392465,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00003_135cf83f__temp0.10__seed7,0.1729832837665251,1.0,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00003_135cf83f__temp0.60__seed7,0.20245815219414287,0.6875,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00003_135cf83f__temp1.00__seed7,0.17002378742469865,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00004_3ee48c01__temp0.10__seed7,0.2004058491948381,1.0,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00004_3ee48c01__temp0.60__seed7,0.19722335537200003,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00004_3ee48c01__temp1.00__seed7,0.23620558366879404,0.33333333333333337,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00005_d0817615__temp0.10__seed7,0.1531903842586067,0.9375,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00005_d0817615__temp0.60__seed7,0.17818046004466717,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00005_d0817615__temp1.00__seed7,0.25982716428261504,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00006_4cf43e2d__temp0.10__seed7,0.27989326343424387,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00006_4cf43e2d__temp0.60__seed7,0.16518644314259698,0.8888888888888888,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00006_4cf43e2d__temp1.00__seed7,0.23899219521884674,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00007_40d1aba4__temp0.10__seed7,0.23304174377417883,0.8571428571428571,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00007_40d1aba4__temp0.60__seed7,0.17728735644898735,0.8888888888888888,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00007_40d1aba4__temp1.00__seed7,0.1781333659525116,0.8095238095238095,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00008_cd4fe6cf__temp0.10__seed7,0.19283334690319057,0.8888888888888888,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00008_cd4fe6cf__temp0.60__seed7,0.18855402070079386,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00008_cd4fe6cf__temp1.00__seed7,0.1455101681808918,1.0,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00009_a1cbbbd0__temp0.10__seed7,0.1879909212379082,,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00009_a1cbbbd0__temp0.60__seed7,0.1628218356793119,0.8888888888888888,10,per_run_oof
internlm3_8b_instruct__gsm8k_train_00009_a1cbbbd0__temp1.00__seed7,0.08300897837963744,,10,per_run_oof
