trajectory_type,step,entropy_mean,confidence,hidden_l2_shift,hidden_cosine_shift,answer_changed,verbose_confidence_proxy,correct
corruption,1,0.3596468570727657,50.193236714975846,0.0,0.0,0.0,3.060144927536232,1.0
corruption,2,0.3527165657080314,50.0,12.31638274906914,0.024462606883855216,0.463768115942029,3.0560386473429952,0.5362318840579711
corruption,3,0.34434619848278986,50.43478260869565,11.499079721561376,0.02091785271962479,0.6280193236714976,3.061449275362319,0.4830917874396135
corruption,4,0.342819435009058,50.0,11.85412365572464,0.021853273617472573,0.6183574879227053,3.0557971014492753,0.4830917874396135
corruption,5,0.33315229185537437,50.0,11.417133090576687,0.02081622161727016,0.6231884057971014,3.0571980676328505,0.45893719806763283
corruption,6,0.3219436424365942,50.24154589371981,11.246563179481432,0.020942622336788407,0.6763285024154589,3.0523671497584544,0.48792270531400966
corruption,7,0.3178587098052536,50.0,10.963526127994925,0.020185188394813675,0.5700483091787439,3.052898550724638,0.5362318840579711
corruption,8,0.3172781386813104,50.193236714975846,10.742084217532245,0.019404873467873784,0.5410628019323671,3.051111111111111,0.5410628019323671
corruption,9,0.31105638586956524,50.24154589371981,10.465759341843462,0.017955601503307647,0.5169082125603864,3.053623188405797,0.5410628019323671
corruption,10,0.3169216579861111,50.43478260869565,10.180338418426144,0.017367040477513068,0.4830917874396135,3.053381642512077,0.5845410628019324
persistent_correct,1,0.3822428385416667,50.0,0.0,0.0,0.0,3.06,1.0
persistent_correct,2,0.3430989583333333,50.0,11.869301795959473,0.023121466239293384,0.0,3.06,1.0
persistent_correct,3,0.3824462890625,58.333333333333336,11.447038491566977,0.02215587099393203,0.0,3.098333333333333,1.0
persistent_correct,4,0.3084920247395833,58.333333333333336,11.516220251719156,0.02335005998611445,0.0,3.026666666666667,1.0
persistent_correct,5,0.3272705078125,58.333333333333336,10.685682853062948,0.01972295840581255,0.0,3.0316666666666667,1.0
persistent_correct,6,0.5238850911458334,50.0,17.053834676742554,0.04769674936930335,0.0,3.06,1.0
persistent_correct,7,0.3155924479166667,50.0,17.347821871439617,0.04682760437329605,0.0,3.06,1.0
persistent_correct,8,0.3091837565104167,58.333333333333336,8.606487313906351,0.01331136624018345,0.0,3.1,1.0
persistent_correct,9,0.3440958658854167,58.333333333333336,12.263247807820639,0.02382308244705195,0.0,3.0416666666666665,1.0
persistent_correct,10,0.2826944986979167,58.333333333333336,9.059687296549479,0.013166546821594198,0.0,3.105,1.0
persistent_wrong,1,0.39706891241039427,50.0,0.0,0.0,0.0,3.06,0.0
persistent_wrong,2,0.3827446831597222,50.0,12.741283893585205,0.025719042319977962,0.7491039426523297,3.06,0.0
persistent_wrong,3,0.36764077900985664,50.0,11.745002102253684,0.021709633984446048,0.7204301075268817,3.06,0.0
persistent_wrong,4,0.35445587267585127,50.0,11.46567289718163,0.02077236397719293,0.7347670250896058,3.059032258064516,0.0
persistent_wrong,5,0.35832930807571683,50.0,11.287709890727928,0.020161251440697626,0.7204301075268817,3.06,0.0
persistent_wrong,6,0.34829854110663083,50.340501792114694,10.80875436165854,0.01906265793735404,0.7132616487455197,3.0598924731182797,0.0
persistent_wrong,7,0.3424011011704749,50.0,10.749827732535673,0.02011606641995005,0.7562724014336918,3.06,0.0
persistent_wrong,8,0.33296449722782256,50.0,10.467389139650543,0.01901347684176587,0.6953405017921147,3.06,0.0
persistent_wrong,9,0.3346664811547939,50.0,9.985480105150558,0.016532014561383052,0.6881720430107527,3.06,0.0
persistent_wrong,10,0.3334816553259409,50.0,10.090677117788664,0.016935504251910743,0.6917562724014337,3.06,0.0
repair,1,0.37499281939338236,50.0,0.0,0.0,0.0,3.06,0.0
repair,2,0.3658258774701287,50.0,12.613124681454078,0.025243102481552152,0.821078431372549,3.0586519607843137,0.3112745098039216
repair,3,0.35637709673713236,50.245098039215684,11.832489196868504,0.022104886086548026,0.7328431372549019,3.0589705882352938,0.34068627450980393
repair,4,0.3526775883693321,50.0,11.955177219475017,0.022736091824138816,0.7401960784313726,3.0590931372549024,0.2965686274509804
repair,5,0.33800162521063115,50.09803921568628,11.839576794236313,0.02219095300225646,0.7794117647058824,3.0573774509803924,0.35784313725490197
repair,6,0.3319753011067708,50.245098039215684,11.195562507591996,0.019958151321785075,0.7720588235294118,3.0608578431372546,0.35784313725490197
repair,7,0.3312772863051471,50.34313725490196,10.63502028058557,0.01906515628683796,0.7107843137254902,3.0578431372549018,0.38480392156862747
repair,8,0.32683219161688115,50.245098039215684,10.440594810042896,0.01858179504964861,0.6691176470588235,3.061078431372549,0.37745098039215685
repair,9,0.3274204029756434,50.122549019607845,10.219529024964453,0.01728868981202438,0.6813725490196079,3.0575980392156863,0.37745098039215685
repair,10,0.3203316482843137,50.0,10.063669082288648,0.01688536607167295,0.6519607843137255,3.058480392156863,0.3946078431372549
