step,q_t,n_repairs,n_corruptions,repair_rate,corruption_rate,hazard_mu,entropy_mean,confidence_mean,answer_changed_rate,hidden_shift_mean,n_transitions
1,0.044,63,29,0.043933054393305436,0.4393939393939394,-0.027333333333333338,0.33989853846281765,67.466,0.0,0.0,1500
2,0.06666666666666667,82,19,0.05857142857142857,0.19,-0.008,0.35586082345247266,66.67,0.8946666666666667,31.176170736312866,1500
3,0.10866666666666666,54,21,0.04038893044128646,0.12883435582822086,-0.028000000000000004,0.32417227638761204,70.15333333333334,0.77,25.74361974875132,1500
4,0.13066666666666665,34,11,0.02607361963190184,0.05612244897959184,-0.03466666666666667,0.2948779489137232,72.286,0.57,21.747983383655548,1500
5,0.146,18,15,0.01405152224824356,0.0684931506849315,-0.048,0.2679937127046287,74.21266666666666,0.41933333333333334,19.03859755849838,1500
6,0.148,30,16,0.023474178403755867,0.07207207207207207,-0.04066666666666667,0.24174781212645272,75.598,0.3253333333333333,17.708633041381837,1500
7,0.15733333333333333,13,8,0.010284810126582278,0.03389830508474576,-0.04666666666666667,0.2127659996598959,76.82866666666666,0.2713333333333333,16.07522580575943,1500
8,0.16066666666666668,11,12,0.008737092930897538,0.04979253112033195,-0.05066666666666667,0.18683980537733683,77.748,0.22333333333333333,15.02241071399053,1500
9,0.16,13,8,0.010317460317460317,0.03333333333333333,-0.04666666666666667,0.16848235345631837,78.016,0.19066666666666668,13.676041368484498,1500
10,0.16333333333333333,9,11,0.007171314741035857,0.044897959183673466,-0.051333333333333335,0.15836082058617224,78.53133333333334,0.18266666666666667,13.218100439389547,1500
11,0.162,13,6,0.010342084327764518,0.024691358024691357,-0.04533333333333334,0.15412719732367744,79.13333333333334,0.17266666666666666,12.661779133240382,1500
12,0.16666666666666666,5,11,0.004,0.044,-0.054,0.14286646342681097,79.464,0.14733333333333334,12.047237764517467,1500
13,0.16266666666666665,15,1,0.01194267515923567,0.004098360655737705,-0.04066666666666667,0.13790351400710643,79.50066666666666,0.14666666666666667,11.54938480814298,1500
